ห้องไปทางไหน,สถานที่-สถานที่,No,Yes,No
ห้องไปทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
อาจารย์อยู่ชั้นไหน,สถานที่-คน,Yes,Yes,No
อ.อยู่ชั้นไหน,สถานที่-คน,Yes,Yes,No
อ.อยู่ชั้นไหน,สถานที่-คน,Yes,Yes,No
คุณอยู่ชั้นไหน,สถานที่-คน,Yes,Yes,No
ดร.อยู่ชั้นไหน,สถานที่-คน,Yes,Yes,No
ด๊อกเตอร์.อยู่ชั้นไหน,สถานที่-คน,Yes,Yes,No
อยู่ชั้นไหน,สถานที่-คน,Yes,Yes,No
ขอเข้าห้องหน่อย,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้องอยู่ทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้องอยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
โทษนะ มีห้องไหม,สถานที่-สถานที่,No,Yes,No
ห้องอยู่ไหน,สถานที่-สถานที่,No,Yes,No
ห้องอยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
ห้องไปทางไหน,สถานที่-สถานที่,No,Yes,No
ห้องไปทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
อยู่ชั้นไหน,สถานที่-คน,Yes,Yes,No
ขอเข้าห้องหน่อย,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้องอยู่ทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้องอยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
โทษนะ มีห้องไหม,สถานที่-สถานที่,No,Yes,No
ห้องอยู่ไหน,สถานที่-สถานที่,No,Yes,No
ห้องอยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
ห้องไปทางไหน,สถานที่-สถานที่,No,Yes,No
ห้องไปทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
อยู่ชั้นไหน,สถานที่-คน,Yes,Yes,No
ขอเข้าห้องหน่อย,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้องอยู่ทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้องอยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
โทษนะ มีห้องไหม,สถานที่-สถานที่,No,Yes,No
ห้องอยู่ไหน,สถานที่-สถานที่,No,Yes,No
ห้องอยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
ห้องไปทางไหน,สถานที่-สถานที่,No,Yes,No
ห้องไปทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
