ห้องน้ำไปทางไหน,สถานที่-สถานที่,No,Yes,No
ห้องน้ำไปทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
อยู่ชั้นไหน,ข้อมูล-คน,Yes,Yes,No
ขอเข้าห้องน้ำหน่อย,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้องน้ำอยู่ทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้องน้ำอยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
โทษนะ มีห้องน้ำไหม,สถานที่-สถานที่,No,Yes,No
ห้องน้ำอยู่ไหน,สถานที่-สถานที่,No,Yes,No
ห้องน้ำอยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
ห้องน้ำไปทางไหน,สถานที่-สถานที่,No,Yes,No
ห้องน้ำไปทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
อยู่ชั้นไหน,ข้อมูล-คน,Yes,Yes,No
ขอเข้าห้องน้ำหน่อย,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้องน้ำอยู่ทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้องน้ำอยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
รู้ไหมคุณไหม,รู้จัก,No,Yes,No
รู้ไหมพี่ไหม,รู้จัก,No,Yes,No
รู้ไหมน้องไหม,รู้จัก,No,Yes,No
รู้ไหมไหม,รู้จัก,No,Yes,No
รู้ไหมว่าอาจารย์ไหมคือใคร,รู้จัก,No,Yes,No
รู้ไหมว่าครูไหมคือใคร,รู้จัก,No,Yes,No
รู้ไหมว่าดรไหมคือใคร,รู้จัก,No,Yes,No
รู้ไหมว่าอาจารย์ไหมเป็นใคร,รู้จัก,No,Yes,No
รู้ไหมว่าครูไหมเป็นใคร,รู้จัก,No,Yes,No
รู้ไหมว่าดรไหมเป็นใคร,รู้จัก,No,Yes,No
โทษนะ มีห้องน้ำไหม,สถานที่-สถานที่,No,Yes,No
ห้องน้ำอยู่ไหน,สถานที่-สถานที่,No,Yes,No
ห้องน้ำอยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
ห้องน้ำไปทางไหน,สถานที่-สถานที่,No,Yes,No
ห้องน้ำไปทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
ขอเข้าห้อง FB 301 หน่อย,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้อง FB 302 อยู่ทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้อง FB 301 อยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
โทษนะ มีห้อง FB 303 ไหม,สถานที่-สถานที่,No,Yes,No
ห้อง FB 301 อยู่ไหน,สถานที่-สถานที่,No,Yes,No
ห้อง FB 305 อยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
ห้อง FB 306 ไปทางไหน,สถานที่-สถานที่,No,Yes,No
ห้อง FB 301 ไปทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
อยู่ชั้นไหน,ข้อมูล-คน,Yes,Yes,No
ขอเข้าห้อง FB 301 หน่อย,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้อง FB 301 อยู่ทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้อง FB 301 อยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
โทษนะ มีห้อง FB 301 ไหม,สถานที่-สถานที่,No,Yes,No
ห้อง FB 301 อยู่ไหน,สถานที่-สถานที่,No,Yes,No
ห้อง FB 405 อยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
ห้อง FB 401 ไปทางไหน,สถานที่-สถานที่,No,Yes,No
ห้อง FB 402 ไปทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
FB 301 อยู่ชั้นไหน,ข้อมูล-คน,Yes,Yes,No
ขอเข้าห้อง FB 301 หน่อย,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้อง FB 301 อยู่ทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้อง FB 301 อยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
โทษนะ มีห้อง FB 301 ไหม,สถานที่-สถานที่,No,Yes,No
ห้อง FB 301 อยู่ไหน,สถานที่-สถานที่,No,Yes,No
ห้อง FB 301 อยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
ห้อง FB 301 ไปทางไหน,สถานที่-สถานที่,No,Yes,No
ห้อง FB 301 ไปทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าจะติดต่อน้องสยามอยู่ที่ไหน,ข้อมูล-คน,Yes,No,Yes
ไม่ทราบว่าจะติดต่อน้องแพรวได้อย่างไร,ข้อมูล-คน,Yes,No,Yes
ไม่ทราบว่าจะติดต่อน้องอ้อมได้ยังไง,ข้อมูล-คน,Yes,No,Yes
ไม่ทราบว่าจะติดต่อดอกเตอร์ได้ยังไง,ข้อมูล-คน,Yes,No,Yes
ไม่ทราบว่าจะติดต่อดรได้ยังไง,ข้อมูล-คน,Yes,No,Yes
จะติดต่อดรต้นได้ที่ไหน,ข้อมูล-คน,Yes,No,Yes
จะติดต่อดอกเตอร์ชิดได้ที่ไหน,ข้อมูล-คน,Yes,No,Yes
จะติดต่อน้องได้ยังไง,ข้อมูล-คน,Yes,No,Yes
จะติดต่อน้องอย่างไร,ข้อมูล-คน,Yes,No,Yes
จะติดต่อน้องได้ยังไง,ข้อมูล-คน,Yes,No,Yes
จะติดต่อดอกเตอร์ได้ยังไง,ข้อมูล-คน,Yes,No,Yes
จะติดต่อดรได้ยังไง,ข้อมูล-คน,Yes,No,Yes
น้องอยู่ไหม,ข้อมูล-คน,Yes,No,No
น้องอยู่ไหม,ข้อมูล-คน,Yes,No,No
น้องอยู่ไหม,ข้อมูล-คน,Yes,No,No
น้องอยู่ไหม,ข้อมูล-คน,Yes,No,No
คุณอยู่ไหม,ข้อมูล-คน,Yes,No,No
คุณอยู่ไหม,ข้อมูล-คน,Yes,No,No
ดอกเตอร์อยู่ไหม,ข้อมูล-คน,Yes,No,No
ดอกเตอร์อยู่ไหม,ข้อมูล-คน,Yes,No,No
ดรอยู่ไหม,ข้อมูล-คน,Yes,No,No
ดรอยู่ไหม,ข้อมูล-คน,Yes,No,No
รู้จักน้องไหม,รู้จัก,No,Yes,No
รู้จักไหม,รู้จัก,No,Yes,No
รู้ไหมอาจารย์ไหม,รู้จัก,No,Yes,No
รู้ไหมครูไหม,รู้จัก,No,Yes,No
รู้ไหมดรไหม,รู้จัก,No,Yes,No
รู้ไหมด๊อกเตอร์ไหม,รู้จัก,No,Yes,No
น้องอยู่ไหน,ข้อมูล-คน,Yes,Yes,No
น้องอยู่ไหน,ข้อมูล-คน,Yes,Yes,No
น้องอยู่ไหน,ข้อมูล-คน,Yes,Yes,No
น้องอยู่ไหน,ข้อมูล-คน,Yes,Yes,No
คุณอยู่ไหน,ข้อมูล-คน,Yes,Yes,No
คุณอยู่ไหน,ข้อมูล-คน,Yes,Yes,No
ดอกเตอร์อยู่ไหน,ข้อมูล-คน,Yes,Yes,No
ดอกเตอร์อยู่ไหน,ข้อมูล-คน,Yes,Yes,No
ดรอยู่ไหน,ข้อมูล-คน,Yes,Yes,No
ดรอยู่ไหน,ข้อมูล-คน,Yes,Yes,No
ไม่ทราบว่า จะติดต่อน้องได้ที่ไหน,ข้อมูล-คน,Yes,Yes,No
ไม่ทราบว่า จะติดต่อน้องได้ที่ไหน,ข้อมูล-คน,Yes,Yes,No
ไม่ทราบว่า จะติดต่อดอกเตอร์ได้ที่ไหน,ข้อมูล-คน,Yes,Yes,No
ไม่ทราบว่า จะติดต่อดรได้ที่ไหน,ข้อมูล-คน,Yes,Yes,No
ไม่ทราบว่าจะติดต่อพี่สยามอยู่ที่ไหน,ข้อมูล-คน,Yes,No,Yes
ไม่ทราบว่าจะติดต่อพี่แพรวได้อย่างไร,ข้อมูล-คน,Yes,No,Yes
ไม่ทราบว่าจะติดต่อพี่อ้อมได้ยังไง,ข้อมูล-คน,Yes,No,Yes
ไม่ทราบว่าจะติดต่อดอกเตอร์ได้ยังไง,ข้อมูล-คน,Yes,No,Yes
ไม่ทราบว่าจะติดต่อดรได้ยังไง,ข้อมูล-คน,Yes,No,Yes
จะติดต่อดรต้นได้ที่ไหน,ข้อมูล-คน,Yes,No,Yes
จะติดต่อดอกเตอร์ชิดได้ที่ไหน,ข้อมูล-คน,Yes,No,Yes
จะติดต่อพี่ได้ยังไง,ข้อมูล-คน,Yes,No,Yes
จะติดต่อพี่อย่างไร,ข้อมูล-คน,Yes,No,Yes
รู้ไหมด๊อกเตอร์ไหม,รู้จัก,No,Yes,No
รู้ไหมคุณไหมเป็นใคร,รู้จัก,No,Yes,No
รู้ไหมพี่ไหมคือใคร,รู้จัก,No,Yes,No
รู้ไหมน้องไหมเป็นใคร,รู้จัก,No,Yes,No
รู้ไหมไหมคือใคร,รู้จัก,No,Yes,No
จะติดต่อพี่ได้ยังไง,ข้อมูล-คน,Yes,No,Yes
จะติดต่อดอกเตอร์ได้ยังไง,ข้อมูล-คน,Yes,No,Yes
จะติดต่อดรได้ยังไง,ข้อมูล-คน,Yes,No,Yes
พี่อยู่ไหม,ข้อมูล-คน,Yes,No,No
พี่อยู่ไหม,ข้อมูล-คน,Yes,No,No
พี่อยู่ไหม,ข้อมูล-คน,Yes,No,No
พี่อยู่ไหม,ข้อมูล-คน,Yes,No,No
คุณอยู่ไหม,ข้อมูล-คน,Yes,No,No
คุณอยู่ไหม,ข้อมูล-คน,Yes,No,No
ดอกเตอร์อยู่ไหม,ข้อมูล-คน,Yes,No,No
ดอกเตอร์อยู่ไหม,ข้อมูล-คน,Yes,No,No
ดรอยู่ไหม,ข้อมูล-คน,Yes,No,No
ดรอยู่ไหม,ข้อมูล-คน,Yes,No,No
พี่อยู่ไหน,ข้อมูล-คน,Yes,Yes,No
พี่อยู่ไหน,ข้อมูล-คน,Yes,Yes,No
พี่อยู่ไหน,ข้อมูล-คน,Yes,Yes,No
พี่อยู่ไหน,ข้อมูล-คน,Yes,Yes,No
รู้ไหมว่าด๊อกเตอร์ไหม,รู้จัก,No,Yes,No
รู้ไหมว่าคุณไหมเป็นใคร,รู้จัก,No,Yes,No
รู้ไหมว่าพี่ไหมคือใคร,รู้จัก,No,Yes,No
รู้ไหมว่าน้องไหมเป็นใคร,รู้จัก,No,Yes,No
รู้ไหมว่าไหมคือใคร,รู้จัก,No,Yes,No
รู้ไหมด๊อกเตอร์ไหม,รู้จัก,No,Yes,No
รู้ไหมคุณไหมเป็นใคร,รู้จัก,No,Yes,No
รู้ไหมพี่ไหมคือใคร,รู้จัก,No,Yes,No
รู้ไหมน้องไหมเป็นใคร,รู้จัก,No,Yes,No
รู้ไหมไหมคือใคร,รู้จัก,No,Yes,No
คุณอยู่ไหน,ข้อมูล-คน,Yes,Yes,No
คุณอยู่ไหน,ข้อมูล-คน,Yes,Yes,No
ดอกเตอร์อยู่ไหน,ข้อมูล-คน,Yes,Yes,No
ดอกเตอร์อยู่ไหน,ข้อมูล-คน,Yes,Yes,No
ดรอยู่ไหน,ข้อมูล-คน,Yes,Yes,No
ดรอยู่ไหน,ข้อมูล-คน,Yes,Yes,No
ไม่ทราบว่า จะติดต่อพี่ได้ที่ไหน,ข้อมูล-คน,Yes,Yes,No
ไม่ทราบว่า จะติดต่อพี่ได้ที่ไหน,ข้อมูล-คน,Yes,Yes,No
ไม่ทราบว่า จะติดต่อดอกเตอร์ได้ที่ไหน,ข้อมูล-คน,Yes,Yes,No
ไม่ทราบว่า จะติดต่อดรได้ที่ไหน,ข้อมูล-คน,Yes,Yes,No
ขอเข้าห้องหน่อย,สถานที่-สถานที่,No,Yes,No
รู้ไหมว่าอาจารย์ไหมคือใคร,รู้จัก,No,Yes,No
รู้ไหมว่าครูไหมคือใคร,รู้จัก,No,Yes,No
รู้ไหมว่าดรไหมคือใคร,รู้จัก,No,Yes,No
รู้ไหมว่าอาจารย์ไหมเป็นใคร,รู้จัก,No,Yes,No
รู้ไหมว่าครูไหมเป็นใคร,รู้จัก,No,Yes,No
รู้ไหมว่าดรไหมเป็นใคร,รู้จัก,No,Yes,No
ไม่ทราบว่าห้องอยู่ทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้องอยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
โทษนะ มีห้องไหม,สถานที่-สถานที่,No,Yes,No
ห้องอยู่ไหน,สถานที่-สถานที่,No,Yes,No
ห้องอยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
ห้องไปทางไหน,สถานที่-สถานที่,No,Yes,No
ห้องไปทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
ขอเข้าห้องหน่อย,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้องอยู่ทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้องอยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
โทษนะ มีห้องไหม,สถานที่-สถานที่,No,Yes,No
ห้องอยู่ไหน,สถานที่-สถานที่,No,Yes,No
ห้องอยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
ห้องไปทางไหน,สถานที่-สถานที่,No,Yes,No
ห้องไปทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
ขอเข้าห้องหน่อย,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้องอยู่ทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
ไม่ทราบว่าห้องอยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
โทษนะ มีห้องไหม,สถานที่-สถานที่,No,Yes,No
ห้องอยู่ไหน,สถานที่-สถานที่,No,Yes,No
ห้องอยู่ไหนหรอ,สถานที่-สถานที่,No,Yes,No
ห้องไปทางไหน,สถานที่-สถานที่,No,Yes,No
ห้องไปทางไหนหรอ,สถานที่-สถานที่,No,Yes,No
รู้จักอาจารย์ไหม,รู้จัก,No,Yes,No
รู้จักครูไหม,รู้จัก,No,Yes,No
รู้จักดรไหม,รู้จัก,No,Yes,No
รู้จักด๊อกเตอร์ไหม,รู้จัก,No,Yes,No
รู้จักคุณไหม,รู้จัก,No,Yes,No
รู้จักพี่ไหม,รู้จัก,No,Yes,No
